,minLC,maxLC,minNu,maxNu
mp-629015,1.132502831257078,250.0,0.0,0.7210318959179394
mp-22977,15.471167369901547,28.83263009845289,0.031183175973625302,0.8860118877314171
mp-8511,50.63291139240504,63.29113924050633,0.13775028377098006,0.5138212533159857
mp-22693,-1.8709073900841904,333.489242282507,-0.47904084536250846,1.1721267196840783
mp-22626,49.81320049813201,61.02117061021172,0.08571430183373109,0.5618011561804066
mp-567713,8.771929824561404,245.6140350877193,0.011627906976744182,0.3976093752903363
mp-56,39.84063745019922,43.82470119521913,0.013651877133109504,0.7133105801822336
mp-937760,1.1195565582501885,167.0403592316261,-1.9510389688157639,2.3553353478241763
mp-22908,-5.988023952095808,255.9880239520958,-0.2279578039551388,0.999999998834858
mp-977207,15.077424612876936,17.929910350448246,0.021292775666495376,0.8661596958042967
mp-985584,14.70588235294117,14.705882352941178,0.040816327153103765,0.8503400915479876
mp-665,3.906250000000001,195.31249999999997,0.028301886792452817,0.5338500569263019
mp-541449,6.423982869379014,194.86081370449676,-0.003523952271747215,0.5214227647823957
mp-23038,25.562372188139058,32.71983640081799,0.06896551724137927,0.7254793847380193
mp-9922,3.916560238399317,163.09067688378033,-0.37244437261598273,1.0345156737534027
mp-11694,4.714757190004715,74.96463932107496,-0.4509489552340187,1.2190978789912645
mp-626785,8.269930532583524,20.44326827654648,-0.9868440622213064,1.7369549950486238
mp-23004,15.625,31.250000000000007,0.06292823849176357,0.770051875009283
mp-9479,5.802707930367502,195.35783365570597,-0.0028452759980489416,0.5149054267987294
mp-22987,4.34782608695652,162.31884057971016,0.025423728813559313,0.584890526428722
mp-30234,40.00000000000001,40.00000000000002,-0.047619009129262584,0.6666666654037602
mp-756132,0.3058103975535145,32.11009174311927,0.03875968992248061,0.8664952821928966
mp-2156,5.15463917525773,247.42268041237114,-0.004977916476918387,0.4327069233484945
mp-569103,7.236227824463117,10.504201680672269,0.029990195458314425,0.9353547005686362
mp-29400,15.67398119122257,28.21316614420066,-0.10120596938991705,0.8574761811652007
mp-27707,12.658227848101266,25.31645569620254,0.13341322459703864,0.7209471504785377
mp-28952,-22.74969947962552,61.30303437639281,-2.267372294905156,3.2942199433839185
mp-644497,-1.456460442390891,59.51398704252435,-1.247944985365488,1.6706567840617952
mp-542812,5.307270350072405,221.96704419544332,-0.2024008061979262,0.8458419509027438
mp-568914,27.027027027027028,27.027027027027028,-0.17318430647890062,0.8603351925201873
mp-22917,29.41176470588235,264.70588235294116,-0.2514619839739136,0.7525773146181864
mp-95,27.77777777777776,27.777777777777793,-0.5679999364164493,1.2319999967759405
mp-10172,33.53658536585366,39.634146341463406,0.1376146790127069,0.504587155358345
mp-604908,9.70873786407767,60.19417475728155,-0.05069124364551977,0.7789312949664902
mp-29624,-1.9515639104739068e-15,333.3333333333333,0.011239924916901251,0.879149312312212
mp-778409,-3.259364085270381,50.88522220884019,-0.5122555806285866,1.1906081156436574
mp-32450,4.916970910375692,252.45848545518785,-0.49999999998334244,0.41652652086808756
mp-5745,1.436781609195401,198.2758620689655,-0.012524958249068482,0.953022404615881
mp-571513,34.482758620689644,34.48275862068966,0.05454548384275522,0.5818181607339724
mp-22992,1.325244983667755,139.7106859542697,-0.355109543855922,1.1216669780944055
mp-505531,3.0864197530864184,109.05349794238683,0.013761467889908249,0.7208089574696124
mp-13548,13.089005235602105,68.06282722513087,-0.30700516712423753,0.8722995592200489
mp-765852,-2.6948939939543255,134.51609068464796,-0.5855078081042637,1.1854324673171726
mp-18288,3.839215504879965,5.966973495536433,-2.7841956383957154,3.5317459648715936
mp-606949,1.1002613120616145,143.1715032320176,-0.0009624639076034652,0.6737625567525416
mp-867196,4.901960784313736,4.901960784313763,-1.1365682582994652,1.9108213509416851
mp-604884,1.3912075681691707,250.69560378408462,-0.0011123470522803119,0.4551744617968462
mp-7597,4.940711462450591,165.01976284584978,-0.006491658953802231,0.5828750272642037
mp-639662,0.0,83.33333333333331,-0.05711639211474954,0.7499998437488329
mp-2076,6.5789473684210495,121.71052631578948,-0.007149700833008727,0.6683507864444818
mp-602,3.8167938931297702,496.1832061068703,-0.6221336316043222,0.3791469191845062
mp-22003,2.6730026730026735,20.196020196020203,-0.15937429219900248,1.0902982330256523
mp-30488,4.491017964071857,16.092814371257496,0.0859354706676552,0.8439231062325806
mp-169,1.1609907120743033,200.46439628482972,-0.0009671179883945846,0.5581137515361749
mp-628606,38.46153846153845,38.461538461538474,0.0400000288960261,0.5599999788293911
mp-27848,2.4900857696209537,247.34851978234812,0.009599467058499352,0.46145341797495093
mp-10736,14.326647564469914,33.667621776504305,0.0606576020072043,0.7722268864036895
mp-30562,3.696213125043587,4.114652346746635,0.030989662759311008,0.9364182604178924
mp-7459,1.800368447496233,163.88049063882508,-0.8243963459481869,1.5514231992527663
mp-975272,24.999999999999993,49.999999999999986,0.2195121952157467,0.3529411764705883
mp-543096,2.0237794080445224,89.8052112319757,-0.6990540757522986,0.7963315434039969
mp-571636,5.050505050505063,72.72727272727273,-0.5402831540697209,1.2585384549527636
mp-676540,-3.3127825498716743,74.04829989987368,-0.6244810150063651,1.1501232343292325
mp-27636,47.619047619047606,47.619047619047635,0.0677966299446913,0.4237288126234801
mp-865097,4.065040650406498,4.065040650406527,-1.2167986526598806,1.9998479859092317
mp-571555,-11.397720455908825,95.38092381523695,-0.22388652030984701,0.8873477141534224
mp-772359,10.994263862332694,145.3154875717017,-0.05131251580207698,0.6029189248889391
mp-29520,1.1851425574285965,120.39540434211087,-0.13844719003570943,0.7709771064700428
mp-571664,1.9860973187686148,4.068296120703463,-0.021019132586797072,0.9865310505657627
mp-571133,5.376344086021503,123.65591397849462,0.006134969325153372,0.6512721257344036
mp-32829,-1000.0,-1000.0,-1000.0,-1000.0
mp-29403,-62.5,187.5,-0.5316754026098961,0.7492610453975486
mp-23177,-5.88235294117647,70.58823529411768,0.005917160058404299,0.7119350272028449
mp-570558,29.85074626865672,44.77611940298509,0.06065740037005778,0.564382271169064
mp-27863,1.6318079730488488,248.2980067377878,0.001883961954540755,0.46627936904087647
mp-13150,-1500.0,-1500.0,-1500.0,-1500.0
mp-995122,10.971786833855797,266.45768025078365,-0.021807034700941415,0.3607333851182817
mp-30069,2.237136465324363,2.237136465324391,-1.514646824692375,2.3251535124987583
mp-20422,8.29875518672199,53.94190871369293,-0.005502062528940445,0.800589992748026
mp-754084,-74.07998298234418,164.00765794511807,-0.38636513792885163,1.9927944566959805
mp-30227,34.482758620689644,34.48275862068966,-0.03654481389042142,0.6378737530464551
mp-540957,41.66666666666666,41.66666666666668,0.09090911110918498,0.4545454540276523
mp-29398,47.619047619047606,47.619047619047635,0.0677966299446913,0.4237288126234801
mp-22909,-84.7457627118644,152.5423728813559,-0.5967571139398662,0.8999414654727841
mp-613162,-15.937648015993295,114.47596317204591,-0.7366649558089267,1.3697579370545256
mp-541837,5.167958656330748,193.79844961240312,0.0028936648507278478,0.6789973220539507
mp-984,0.8912655971479498,199.6434937611408,0.0011135857461024494,0.564896602337806
mp-571310,2.079002079002051,2.079002079002079,-0.7961431814117164,1.9074796122858182
mp-9274,5.740528128587833,29.85074626865673,-0.7397320387496421,1.511117393303787
mp-975043,-1500.0,-1500.0,-1500.0,-1500.0
mp-638729,37.03703703703702,37.03703703703705,0.21804518428728664,0.4210526305420012
mp-30057,6.71986560268795,28.139437211255768,-0.11952167438787663,0.830600554599984
mp-641923,41.66666666666666,41.66666666666668,0.09090911110918498,0.4545454540276523
mp-975383,142.85714285714283,142.85714285714292,-0.5942028671515607,0.3188405720555173
mp-608366,5.159071367153913,76.5262252794497,0.005586596057771821,0.6816192547868407
mp-561490,-36.81597935224716,94.48995503529898,-1.4348510438620377,2.639026867595017
mp-540839,20.979020979020977,50.6993006993007,0.01266891931091659,0.5625
mp-157,-0.09546197630156458,83.66048948128349,-1.1820510530823332,1.6468249251193252
mp-1387,2.0964360587002098,2.096436058700212,0.02796320849951058,0.9556372694011953
mp-1394,14.492753623188404,14.492753623188412,0.023064252293514404,0.8187806227946663
mp-14338,3.1837745415954286,76.7053829373268,-0.010674354334054828,0.7631015405800836
mp-604910,3.826530612244898,96.93877551020408,0.024999999999999988,0.7376907760004655
mp-29652,-2.041060655598892,227.92526090424954,-0.4302726225585476,1.062443904510794
mp-19790,-1500.0,-1500.0,-1500.0,-1500.0
mp-25118,1.8502332656049592,197.21443408969657,0.01010254142319823,0.5599476268255995
mp-23060,45.45454545454544,45.45454545454545,0.12408760461860893,0.3649633618958387
mp-34857,7.4046036289654795,35.931803234677375,-0.02055240947491942,0.809388235348784
mp-30763,3.66300366300365,3.6630036630036926,-0.7923164011004479,1.8632359809756152
mp-541014,35.43307086614173,43.30708661417324,0.20942408390666525,0.34382472888582627
mp-22903,34.48275862068965,34.48275862068966,0.07754468552920955,0.5928917323736692
mp-765851,6.400839454354669,7.7649527806925525,0.053501907560862566,0.8889277407162542
mp-504580,1.674736957075762,4.168638730112499,-1.6836313771378995,2.540534257130962
mp-16366,3.8610038610038533,3.861003861003867,-0.48990637712641044,1.4229443358457186
mp-29145,41.66666666666666,41.66666666666668,0.09090911110918498,0.4545454540276523
mp-1029316,3.3602150537634405,45.6989247311828,0.027777777777777766,0.8472586966657627
mp-23431,14.12429378531073,67.79661016949154,-0.1752674442070504,0.7441860105271701
mp-765135,3.436426116838487,70.44673539518902,0.005337312836266723,0.5511022046437264
mp-569526,15.451174289245984,22.867737948084056,0.05088269902531233,0.6801661472906881
mp-571102,28.57142857142857,28.571428571428573,0.03321033277331495,0.6789667539378499
mp-1018102,2.03680543148115,2.4477398606396674,-2.522479661059354,3.3327185746399097
mp-546279,4.363709440110242,81.61141454521967,-0.8706893285353757,1.4535471757158767
mp-559676,6.602417044444199,26.73347749250848,-1.5206474720891994,2.125513448370218
mp-977013,16.743675436252854,60.580519977540135,0.051124071539774274,0.7087000490966404
mp-16755,5.458515283842793,139.73799126637553,-0.005321471910006306,0.6307967052752625
mp-7086,5.879934311687919,35.52718673643262,-0.2631942482976726,0.9457901800362419
mp-571222,52.63157894736842,52.63157894736844,0.029556650501944257,0.4975369198874849
mp-643367,3.623523699126602,46.14575246659337,-1.0585470304448814,1.6853412870247837
mp-2194,3.656307129798899,195.6124314442413,0.000995902740172295,0.6711716371311293
mp-696497,-9.671487107651236,68.59949644037394,-2.192288223594257,3.0368471903284897
mp-18748,2.083333333333326,2.083333333333326,-1.431264536609321,2.270171617688465
mp-29556,22.727272727272712,22.727272727272734,0.009174552190010012,0.7155963273697333
mp-765892,5.865317643608637,95.3391805173738,-1.49590830186698,0.8445556270201904
mp-27831,35.71428571428571,35.714285714285715,0.07692320924742771,0.4615384453759766
mp-32669,-56.756756756756765,222.97297297297297,-0.7798164947408441,1.8421052631515564
mp-122,38.46153846153845,38.461538461538474,-0.2972972498860428,0.7567567556244208
mp-568333,43.47826086956521,43.47826086956525,-0.1449813738458554,0.624535312876017
mp-20793,5.333333333333332,107.55555555555559,-0.004362720900305219,0.7024614723062519
mp-556927,8.939213349225268,10.131108462455307,-0.09614866653943106,0.9231931555907256
mp-23425,39.99999999999999,40.0,0.14754099726125336,0.3934424810708538
mp-2207,4.8543689320388355,165.04854368932038,0.00581395348837209,0.5717886839319445
mp-85,-1.6207455429497615,16.207455429497564,-0.1394700136441527,0.8744766414347543
mp-540925,6.376339709673036,36.22303622303622,0.028368794326241138,0.8121019078657036
mp-643432,27.355623100303955,57.75075987841944,0.02892868263990039,0.4390869198410794
mp-3006,33.33333333333331,91.66666666666666,0.00813118254882609,0.5249700359446112
mp-27882,39.99999999999999,40.0,0.14754099726125336,0.3934424810708538
mp-2418,-3.876961340111923,115.46761274276726,-0.05763384280769043,1.3057982525618193
mp-865145,12.195121951219495,12.195121951219523,-0.407942171458407,1.2202166051574264
mp-773525,-85.51209139911475,78.47881065559461,-3.247986904178515,3.472812753572498
mp-76,28.57142857142856,28.57142857142858,-0.3457943387639415,0.8971962606999427
mp-977011,11.379800853485067,63.01624986711328,0.09420552125957286,0.5828041418042577
mp-555229,-15.7981401046377,113.45621899830594,-0.053422153804740094,0.8472839093286691
mp-35082,-1500.0,-1500.0,-1500.0,-1500.0
mp-5372,6.491283070881444,35.23657656906637,-0.34773573460596663,1.0414986380636122
mp-27367,35.056967572305005,58.72042068361087,0.08914169986335552,0.3988439123077636
mp-862868,9.029345372460472,24.830699774266378,-0.4607424588881477,1.2270237327267832
mp-23406,39.99999999999999,40.0,0.057401833671743924,0.43504530098208666
mp-569484,39.99999999999999,40.00000000000001,0.138828806193163,0.4099783078915215
mp-27828,38.46153846153847,38.46153846153848,0.19540230714535375,0.3448275856366483
mp-23485,22.42152466367713,49.32735426008969,-0.11085755507337125,0.6862167052412868
mp-510076,12.6813880126183,37.03470031545741,-0.08559403034728182,0.7941629747162832
mp-28110,34.48275862068964,34.48275862068966,0.214659694291186,0.3664921461224449
mp-1011695,28.57142857142857,28.57142857142858,0.17021290996975194,0.4893616844463694
mp-756473,-1000.0,-1000.0,-1000.0,-1000.0
mp-971683,1.1027790030877809,124.17291574768416,-0.003307430129011835,0.7188415988966688
mp-2977,3.5112991806968554,94.62501125416405,-0.12756707223055927,0.8314386094272759
mp-557772,7.8947368421052655,16.447368421052634,0.048990486950769116,0.8605669014426267
mp-9391,0.8841290434696627,112.74169036993682,-0.20844495663665483,0.9319533335460694
mp-5513,13.157894736842104,13.157894736842108,0.05849582212798894,0.7994428559722935
mp-1029309,3.091508656224237,43.48722176422093,0.0311111111111111,0.8553911124761238
mp-22633,4.329004329004328,10.822510822510816,-1.1933340231959444,1.9797789582217884
mp-779689,38.46153846153847,38.46153846153848,0.19540230714535375,0.3448275856366483
mp-11489,8.928571428571383,8.928571428571438,-0.6853931898558453,1.5172773185206985
mp-552787,3.528013191701499,74.16497296468151,-0.08985920961719714,0.8114140948021069
mp-29362,-10.204081632653045,61.224489795918366,-0.05769208316031411,0.6291419617494445
mp-3849,4.2270531400966185,34.53563523709985,-0.22090785961434334,1.112320708703824
mp-771841,1.3661202185792343,98.3606557377049,0.0003288006695826382,0.7444024116621901
mp-12527,3.902439024390242,139.5121951219512,-0.01183853124406672,0.7188290309295812
mp-567681,17.606202552091755,40.86577289613956,0.06363672460716434,0.6244388009882509
mp-996960,-3.4096299810246666,57.89792177014973,0.03637185697198726,0.9681670058954646
mp-27381,24.25044091710759,52.46913580246914,0.05844398078679864,0.496774193548387
mp-865582,6.369426751592355,6.369426751592371,-0.7124536569164699,1.6009034705516243
mp-22889,22.222222222222225,83.2244008714597,-0.11767371945039821,0.6666656409860136
mp-22898,34.48275862068965,34.48275862068965,0.06282722545573383,0.5183244429151886
mp-504708,13.307984790874524,27.883396704689485,0.04356850292970284,0.6369294519627047
mp-29379,34.482758620689644,34.48275862068965,0.2453988116809735,0.3047034731929634
mp-8703,16.129032258064516,16.129032258064516,0.14814814986646907,0.6402116129783813
mp-27839,27.77777777777776,27.7777777777778,-0.01818178179496819,0.6363636336619097
mp-861896,4.784688995215308,4.784688995215322,-0.6758181396075243,1.5669263960940023
mp-570256,21.36752136752138,25.641025641025646,-0.08314639142151226,0.6913580228540496
mp-28810,16.280163840599133,34.89314120579294,0.0036885078177914792,0.7259483114108928
mp-9665,3.443641293836591,41.03838396226435,-0.024048710190414286,0.9179218171712276
mp-9010,20.342612419700213,28.051391862955033,-0.15000000000000002,0.6749999999878163
mp-980021,6.157635467980302,7.389162561576359,-0.4483695649866045,1.281249988402853
mp-643063,5.444646098003629,88.92921960072596,0.013245033112582778,0.6108780354153501
mp-9718,14.38653159604432,30.416203990762057,0.010205613894543188,0.7605601697406813
mvc-15785,3.1101246466159713,14.521969354398873,-0.6280888302882378,1.369876468992127
mp-23475,32.25806451612903,32.25806451612904,0.09319912713617665,0.48362718794149767
mp-974738,18.65671641791046,22.388059701492562,-0.21877520521560806,0.8980449719559737
mp-27834,30.303030303030287,30.303030303030305,0.11028039096186605,0.4186915750590497
mp-754113,0.9818360333824251,63.745368222137024,-0.38494418496275723,1.0707689023109324
mp-569639,16.393442622950822,16.393442622950825,0.1054365739952344,0.6749038674468242
mp-573658,20.165568788944142,32.65771603338344,-0.05780913650953519,0.7333431933466942
mp-565784,19.24064215513869,103.99548209883922,-0.0035034964973061776,0.3614628125118389
mp-1021431,20.60221870047543,49.128367670364504,0.06445674950623376,0.6072064927119178
mp-1013713,18.867924528301884,18.867924528301888,0.0,0.79661012544968
mp-865731,6.451612903225795,6.451612903225838,-0.6481270585772293,1.4982973819139298
mp-865995,4.716981132075457,4.716981132075484,-0.5680520880293923,1.4621026890778097
mp-866169,14.4927536231884,14.492753623188415,-0.07999995148775531,0.8399999983378532
mp-961674,3.124999999999989,3.125000000000017,-0.24528295170800082,1.1886792349388695
mp-1009650,-1500.0,-1500.0,-1500.0,-1500.0
mp-2183,3.3898305084745757,3.3898305084745766,0.004765323144832113,0.9554625059282226
mp-753982,27.777777777777775,27.777777777777782,0.031250000263842316,0.6874999636914323
mp-28049,18.489984591679505,29.27580893682589,-0.11436857804616421,0.8200258755667542
mp-11236,4.3668122270742185,4.366812227074246,-0.7993867039068852,1.804738699182765
mp-978278,11.154583435697946,89.18211671369002,-0.05699671603140828,0.628463061765853
mp-20826,0.12700428639466665,107.73138593427528,-0.07963355829760148,0.7506998444411148
mp-23157,-3.7279722750497046,19.566619262586446,-0.5273586806465715,1.2727957571637452
mp-2089,5.339894311110594,50.5311526170862,-0.07850674534979625,0.8466925523873265
mp-48,1.058574453069866,125.26464361326745,-0.0009407337723424273,0.7109454790094444
mp-20458,1.478352692713833,8.97571277719114,-0.5624495941039717,1.4428099927667988
mp-28610,15.151515151515149,75.75757575757575,-0.1947153127761041,0.8517517238761855
mp-2809,2.6178010471204183,74.60732984293192,-0.4323965254548332,1.0972298860867833
mp-1852,5.555555555555555,71.42857142857144,-0.0,0.4941937895787079
mp-18105,21.36665994759121,62.285829469864936,0.05314544432106492,0.5020538616766177
mp-3567,6.3999999999999915,8.799999999999999,-0.661109615726828,1.2630315398552023
mp-30062,39.99999999999999,40.00000000000001,0.24999999999999975,0.25000000000000017
mp-28270,11.352885525070953,26.96310312204353,-0.014089035431580903,0.6864563104389977
mp-8211,7.69230769230769,138.46153846153848,0.0020753142825316235,0.45845937185357233
mp-570935,20.90592334494773,22.648083623693392,0.2702702702804367,0.410319409894457
mp-561664,6.521739130434787,73.91304347826087,-0.2626971904778884,1.0659449522121318
mp-775831,-4.551323252838718,132.6659994319534,-0.06505917541824276,1.3555636950363052
mp-510657,2.4901431832330383,3.6314588088815074,0.11424716644745751,0.8406606257120052
mp-140,6.103286384976522,7.042253521126758,0.06766917554327367,0.8190414253640164
mp-643243,28.571428571428566,28.57142857142858,0.2782608697005826,0.3391304314069341
mp-776083,2.2865853658536586,140.2439024390244,0.008422757134437412,0.5719966008495408
